"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01"
"Oregon",26,,,,0.696628232005591,0.710227272727273,0.726745007535795,0.75,0.743955362678239,0.753834320613491,0.762887989203779,0.75,0.8125,0.780590717299578,0.775408474106896,0.780590717299578,0.796750170621061,0.812232905982906,0.82391713747646,0.827969784768212,0.82358670911197,0.808229243203527,0.804398148148148,0.806100217864924,0.802488928426386,0.80603620648619,0.816522574447647,0.829596412556054,0.830851697438952,0.833572934636764,0.844205679201842,0.848260208141241,0.842886041807148,0.812095128040757,0.832119785625386,0.830011962228997,0.847478813559322,0.846231967085048,0.862186424686425,0.86265909872721,0.863636363636364,0.871166919794605,0.884146341463415,0.880677551082156,0.880677551082156,0.885563626707271,0.87836354140702,0.881410256410256,0.885668276972625,0.874959494491251,0.872073447654843,0.879605604566684,0.889423076923077,0.915178571428571,0.925218340611354,0.935,0.944960212201592,0.941183738016012,0.935871702085091,0.931131412508784,0.935863156451392,0.936534398100857,0.948383084577114,0.970833333333333,0.993297268853637,0.992456890983408,0.993377483443709,1.00671140939597,1.00825166734722,1.01658782897915,1.01862980769231,1.01117260434446,1.01896421321542,1.03513174404015,1.05670103092784,1.07062266721824,1.08357418111753,1.08490566037736,1.07035338090384,1.09845701689934,1.10294117647059,1.0991280403855,1.07357368597114,1.07345793595085,1.06772742717144,1.11111111111111,1.14663461538462,1.15873015873016,1.17450980392157,1.17288972432997,1.17767537122376,1.18014285800921,1.18181818181818,1.17334941993901,1.15653242355601,1.14650081528484,1.15998672757578,1.17242848891935
"Oklahoma",27,,,,,,,,,0.674019607843137,0.674019607843137,0.689655172413793,0.659258093409491,0.683603629688462,0.690042743560782,0.676638176638177,0.693612774451098,0.710280373831776,0.703125,0.695168488491584,0.676637039485794,0.691631262535466,0.690290178571429,0.683903252710592,0.683705193176675,0.690828387759334,0.691823899371069,0.710877026331711,0.710594315245478,0.706161397899787,0.712025316455696,0.708333333333333,0.702756973841311,0.707964601769911,0.706648515530776,0.714285714285714,0.700816996360994,0.7,0.707100591715976,0.720105346001403,0.727272727272727,0.7383100902379,0.742391160513431,0.739644970414201,0.734048560135517,0.733333333333333,0.738741193591797,0.746875,0.746808075793613,0.73746918652424,0.741228222770703,0.75083426028921,0.755753138075314,0.774463806633397,0.774336283185841,0.775995861355406,0.764951321279555,0.75987012987013,0.758389261744966,0.75187969924812,0.757575757575758,0.756120614136198,0.762105724496558,0.779148508697757,0.787649653434152,0.789570326845391,0.79073031883104,0.785648270398732,0.78125,0.767781152343618,0.763101024947488,0.762910798122066,0.767625321262931,0.77319587628866,0.78125,0.784527972027972,0.787878787878788,0.793650793650794,0.794199934535428,0.787639405204461,0.779989241527703,0.765495824044652,0.753681485893851,0.760682681320649,0.75801749271137,0.762829403606103,0.777511961722488,0.782452036215393,0.790638836179633,0.792440318302387,0.787280701754386,0.78397212543554,0.777063236870311,0.771971496437055,0.76530612244898,0.762063724616367,0.765623511653978,0.767085076708508
"Connecticut",28,,,1.16666666666667,1.25,1.23068443251534,1.2684124386252,1.22916666666667,1.20288770218545,1.17647058823529,1.15,1.17056856187291,1.18938800383042,1.21412313028398,1.23796423658872,1.28806177719221,1.37931034482759,1.41296156744537,1.33313586097946,1.28787878787879,1.25,1.23106060606061,1.21794871794872,1.2107299857098,1.1968085106383,1.18343195266272,1.2,1.21130551816958,1.24003968253968,1.25479775612637,1.25579736636488,1.23505976095618,1.20218579234973,1.20192307692308,1.2,1.18235294117647,1.1703511053316,1.17934462971499,1.19666666666667,1.21951219512195,1.23456790123457,1.26182965299685,1.26953125,1.26697388632872,1.26027506295285,1.25,1.22100122100122,1.20833333333333,1.1986301369863,1.19280801435407,1.19984520123839,1.21375590020229,1.2218045112782,1.25448028673835,1.2699564586357,1.25448028673835,1.24001287288821,1.22868993836736,1.22090400752821,1.20433580227813,1.19047619047619,1.22475290073055,1.25,1.25,1.25,1.26677927927928,1.26728110599078,1.27469725940089,1.26443100604728,1.25,1.24007936507937,1.21527777777778,1.21753246753247,1.24063670411985,1.26485154338415,1.28516003879728,1.26760563380282,1.27290087379203,1.26535186859554,1.25,1.24320124320124,1.23674911660777,1.22978146737879,1.19343610144207,1.21862761885856,1.25,1.26050420168067,1.30365022061773,1.31172839506173,1.33928571428571,1.32661522320371,1.32669338036839,1.3,1.278928136419,1.25644329896907,1.26050420168067,1.27279635258359,1.27840909090909
"Iowa",29,,,,,,,,,,,,,,,,,,0.882825040128411,0.890319347480473,0.832179132040628,0.855359023338966,0.865405018419654,0.850150765759903,0.866738894907909,0.82871012482663,0.832776115044894,0.872093023255814,0.905965465222779,0.885621719160105,0.869262865090403,0.882752557544757,0.837662337662338,0.852272727272727,0.860502491304189,0.853825136612022,0.853857539843013,0.852272727272727,0.864130434782609,0.874867444326617,0.881084531999166,0.875912408759124,0.880398671096346,0.892857142857143,0.892857142857143,0.9,0.909090909090909,0.881870385561936,0.893277113291224,0.878160093933669,0.866570648469421,0.877303460161739,0.878561736770692,0.925925925925926,0.924556213017751,0.897226753670473,0.884289902789777,0.908820023837902,0.912935148792813,0.924556213017751,0.900261056511056,0.90684253915911,0.90684253915911,0.92741935483871,0.949683544303797,0.972777777777778,0.956539949434951,0.948784740185833,0.942684766214178,0.919230769230769,0.903614457831325,0.924115955286005,0.94917875470548,0.96012832263978,0.970511520069555,0.972222222222222,0.986842105263158,0.968283617970613,0.948844675902518,0.968436154949785,0.944826154814386,0.943396226415094,0.937633205456095,0.941251235701172,0.927739104116223,0.968324829931973,0.991518626699866,0.994871794871795,0.995,0.997340425531915,0.984848484848485,0.982730263157895,0.970873786407767,0.965164977102822,0.972803347280335,0.967741935483871,0.958904241028593,0.97009735744089
"Mississippi",30,,,,,,,,,,,0.683421857147269,0.695581014729951,0.63396095285414,0.634749684910845,0.655172413793103,0.676621558562763,0.686476580350343,0.683708350855408,0.669485553206483,0.666666666666667,0.6625,0.666944676118988,0.651465798045603,0.666666666666667,0.671052631578947,0.681818181818182,0.672834314550042,0.682471264367816,0.705011703152967,0.690917864721372,0.686968012081274,0.686356073211314,0.677251344086022,0.671296140657567,0.678483235080006,0.679277274413183,0.6875,0.6875,0.690571428571429,0.687535960874568,0.689212409599879,0.688663994325399,0.688976377952756,0.692307692307692,0.6859382655561,0.692726373082632,0.6875,0.678294573643411,0.676784313448534,0.676400438071264,0.675378346086779,0.677966101694915,0.695146612740142,0.696586114307633,0.7,0.693008909867114,0.696378830083565,0.688657407407407,0.685576058520804,0.686328186867501,0.683788515113816,0.690236074667021,0.7,0.705645161290323,0.700599633474412,0.7,0.7,0.711410808276685,0.701722431741678,0.700619829909843,0.69980694980695,0.697969543147208,0.704065446265239,0.712143928035982,0.718155759361269,0.721741349525157,0.71875,0.727513227513228,0.714231416625943,0.722198621731332,0.729780217410226,0.728862973760933,0.732584886562045,0.728281252138682,0.719935825545171,0.726291879613856,0.739266676156402,0.754690143117877,0.754985754985755,0.755584756898817,0.750234521575985,0.74402380952381,0.740190249702735,0.741150442477876,0.743791054709938,0.75,0.754310344827586
"Arkansas",31,,0.6061872909699,0.62109375,0.605208469739016,0.593276203032301,0.64,0.621190622720642,0.614091790562379,0.605134474327628,0.622134905042567,0.616615067079463,0.607718018839259,0.593895155938952,0.582364341085271,0.597778842789752,0.611644238546952,0.612391930835735,0.625,0.625996810207337,0.629736262436616,0.618811881188119,0.62467464862051,0.62047569803516,0.628648405927256,0.635470826112074,0.633333333333333,0.643623397717835,0.637213254035684,0.646412411118294,0.660335689045936,0.666666666666667,0.657894736842105,0.653069713742402,0.648148148148148,0.648148148148148,0.646298472385429,0.654752271878501,0.661593851370554,0.662882653061224,0.674019607843137,0.672645739910314,0.678017027479685,0.665829145728643,0.653151872051394,0.650863299086758,0.66577896138482,0.654407713498623,0.654462898212898,0.65767846638292,0.65767846638292,0.661144318054751,0.661131611316113,0.679591693411459,0.683062986195059,0.685483870967742,0.688461538461538,0.687562231142239,0.686356102902024,0.682789409991185,0.680404354587869,0.681173829120401,0.679673913043478,0.696428571428571,0.705007711586659,0.700280112044818,0.694444444444444,0.709939148073022,0.703125,0.699088145896657,0.695921901195398,0.695090923052102,0.697280946318197,0.701627848622568,0.70848178939034,0.716440422322775,0.710455764075067,0.723774179062778,0.720320577504408,0.72289156626506,0.710691823899371,0.705128205128205,0.705429670799487,0.714285714285714,0.709639894412062,0.710402409887322,0.721336370539104,0.733375850340136,0.742884263111462,0.747282608695652,0.74974589222092,0.737577639751553,0.7337491318497,0.736497545008183,0.732844770153231,0.733333333333333,0.73568281938326,0.735294117647059
"Kansas",32,,,,,,,,,,,,,0.671665005924141,0.669056152927121,0.718348379254689,0.792865396494994,0.794044665012407,0.809321448313986,0.820933812211391,0.805322128851541,0.794573643410853,0.784475639966969,0.769913116905389,0.743885869565217,0.749464668094218,0.793515358361775,0.819591682826977,0.829646017699115,0.815068048943356,0.805258088817264,0.797008396660099,0.805119735755574,0.796666666666667,0.775933318946914,0.7801766437684,0.779938087433704,0.78125,0.786924939467312,0.804463536483032,0.834407216494845,0.865130687440518,0.865169065963282,0.847457627118644,0.835841694537347,0.827441686242874,0.826388888888889,0.797233257246536,0.804093567251462,0.800266844563042,0.804721030042919,0.807104046589817,0.813182147232431,0.842307692307692,0.849177088604545,0.828603316326531,0.819977636973537,0.815433629339177,0.809842331581462,0.810185185185185,0.80952380952381,0.82256169212691,0.826415094339623,0.843211157920137,0.868421052631579,0.876130198915009,0.862068965517241,0.856751199451679,0.845195729537367,0.830307495379955,0.826388888888889,0.831030358026728,0.823435115559343,0.842806394316163,0.852272727272727,0.858895705521472,0.866082508735835,0.881612090680101,0.867507886435331,0.842207269037957,0.83912037037037,0.843220338983051,0.827922077922078,0.822485207100592,0.83133971291866,0.850290697674419,0.866859344894027,0.871598639455782,0.86996336996337,0.881057268722467,0.875666584745498,0.861111111111111,0.839410639773616,0.835740788882849,0.827205882352941,0.831117021276596,0.846354166666667,0.854101966873706
"Utah",33,,,,,,,,,,,,,,,0.871278458844133,0.825167612171222,0.838223556260048,0.843252078105182,0.871642537987888,0.874352331606218,0.799959903769046,0.7960338935568,0.79415501905972,0.791666666666667,0.789473684210526,0.792449701442023,0.789473684210526,0.792440318302387,0.821324750830565,0.83041958041958,0.833333333333333,0.796089171974522,0.789473684210526,0.789473684210526,0.783290410543857,0.784024663441534,0.772727272727273,0.805152979066023,0.815217391304348,0.825366475462078,0.829583333333333,0.854140419914571,0.864621085425208,0.9,0.894383144255942,0.876460767946578,0.849514563106796,0.842676492515914,0.829166666666667,0.83073727933541,0.827814569536424,0.827814569536424,0.853853795470196,0.844847575431658,0.853096179183136,0.854838709677419,0.847763347763348,0.861195799457995,0.871716131904209,0.881409118121582,0.86761491821771,0.888888888888889,0.892857142857143,0.887605042016807,0.902908811105407,0.880872483221476,0.866206020964422,0.868609260482221,0.877337806543823,0.874714916931013,0.868661679135495,0.872509960159363,0.851063829787234,0.879048434230776,0.903068340306834,0.888454986103931,0.9046875,0.907821229050279,0.911759935117599,0.9375,0.927487352445194,0.903822441430333,0.90844972861716,0.917489251856498,0.917261904761905,0.913348946135831,0.934163701067616,0.959090909090909,0.956189151599444,0.964473684210526,0.96861789008455,0.968014285640397,0.985492212400024,0.965744550054381,0.955414012738854,0.958333333333333,0.955357142857143
"Nevada",34,,0.786056049213944,0.779156277329748,0.747188002142475,0.756048387096774,0.714468676814988,0.747485275602273,0.7585725482512,0.752831997832782,0.74812382739212,0.740074372128026,0.724561018300336,0.741172838260724,0.741954926969669,0.740327380952381,0.737331193279941,0.746753246753247,0.742825467215711,0.743597370307662,0.740242261103634,0.736272422637738,0.730124391563007,0.72463768115942,0.722688026856393,0.720706260032103,0.714285714285714,0.71488645920942,0.718490667208326,0.719671007539411,0.71921749136939,0.718390804597701,0.715563506261181,0.713264205257211,0.709986304339494,0.706676136363636,0.704523216509518,0.706594885598923,0.705980066445183,0.709484690067214,0.714285714285714,0.714285714285714,0.71401728673431,0.715174129353234,0.711447848631138,0.711227402473834,0.709201830198271,0.706596053910573,0.701839303000968,0.708037178786222,0.708037748076993,0.710227272727273,0.711422282207012,0.715049518874569,0.71971918087777,0.723629573041338,0.726587728740581,0.726071754485916,0.719424460431655,0.717488789237668,0.714797564514898,0.718132854578097,0.722337756271899,0.730337078651685,0.740263018275444,0.739938080495356,0.746714456391876,0.749185667752443,0.750612745098039,0.749879051765844,0.746959187363369,0.745257452574526,0.744704221665483,0.749464668094218,0.758471456029555,0.766871165644172,0.76530612244898,0.773845764474095,0.779650812763396,0.772563875433341,0.77857372858013,0.774335462910824,0.776014109347443,0.777414075286416,0.773558368495077,0.787846203975236,0.79446437724244,0.802646720368239,0.815433571996818,0.82018927444795,0.824387534091547,0.828402366863905,0.829749393163267,0.826377295492488,0.827291544194948,0.829248705707062,0.830601092896175,0.840412150173651
"New Mexico",35,,,,,,,,,,,,,0.735294117647059,0.685920577617328,0.720461095100865,0.782778864970646,0.770625566636446,0.774647887323944,0.767805730737593,0.753440965787074,0.757336774686932,0.748129675810474,0.740396530359356,0.740740740740741,0.744597478823451,0.72875656167979,0.747610062330648,0.785991636798088,0.778210116731518,0.755494505494505,0.760325292397661,0.778331257783313,0.774877650897227,0.761173184357542,0.746268656716418,0.75503355704698,0.750377073906486,0.757575757575758,0.758928571428571,0.760079889773867,0.758272058823529,0.759144237405107,0.75516693163752,0.770925110132159,0.764818355640535,0.75046904315197,0.746268656716418,0.74167583471739,0.739130434782609,0.745833333333333,0.744316228296373,0.745921524404349,0.748613487141328,0.762130583837591,0.758620689655172,0.757575757575758,0.757280406403213,0.748514698207707,0.743400219442921,0.740603493912123,0.745083207261725,0.748626373626374,0.759338013590747,0.764580369843528,0.765846640374344,0.768775872264932,0.772849462365591,0.780651271393761,0.771276595744681,0.770598695909899,0.770171033753681,0.777511961722488,0.775828629517669,0.777027027027027,0.783606557377049,0.77570283126353,0.791126998534465,0.796417207739768,0.7996953541508,0.795388354710584,0.791603751102754,0.801581595974119,0.799872040946897,0.785184954539793,0.78665827564506,0.805270255416234,0.793650793650794,0.808152599250581,0.816729139168454,0.815132206623961,0.813008130081301,0.823924397749901,0.844877246555367,0.837837837837838,0.836236933797909,0.837096039899978,0.828729281767956
