"RegionName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01"
"New Jersey",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67400253171896,1.65652736686391,1.60112359550562,1.58878504672897,1.6270337922403,1.64852941176471,1.64609053497942,1.58392018779343,1.57697368421053,1.6,1.625,1.66111111111111,1.6935970565646,1.7037037037037,1.79,1.78306485799067,1.69284536525916,1.81009615384615,1.78827751196172,1.83333333333333,1.68831168831169,1.8,1.78869047619048,1.82727220166512,1.73913043478261,1.70521390374332,1.7177033492823,1.75084175084175,1.80343601895735,1.82217343578485,1.8370607028754,1.81818181818182,1.79298048048048,1.77272727272727,1.75347730600293,1.84546878058328,1.82608695652174,1.83333333333333
"Virginia",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.926666666666667,0.925,1.04,1.05732177263969,1.03125,1.08695652173913,1.05714285714286,1.04166666666667,1.0720670866678,1.0625,1.1,1.125,1.1235299840337,1.03133180628272,1.03366991958074,1.01011122345804,1.03125,1.03645833333333
"Washington",13,,,,,,,,,,,,,,,,0.964680910993079,0.969230769230769,0.914423076923077,0.852606951871658,0.854166666666667,0.84375,0.847313854853911,0.860117419124298,0.85941722972973,0.856883570463351,0.871301097932215,0.888088449920239,0.919117647058823,0.915229885057471,0.925240562546262,0.934375,0.948196114708603,0.97813832655262,1.03542079889616,1.06779912079511,1.04,1.05294117647059,1.05944337662842,1.07142857142857,1.08695652173913,1.06318376068376,1.03095537051723,1.02467811158798,1.03098290598291,1.01520486555698,1.02857142857143,1.03125,1.05034722222222,1.04166666666667,1.0625,1.11658456486043,1.17518861209964,1.13924050632911,1.17142857142857,1.16666666666667,1.22377622377622,1.16,1.21052631578947,1.2468671679198,1.2343137254902,1.20889709809507,1.24375,1.25,1.37362637362637,1.35909090909091,1.27532051282051,1.32480112480112,1.29441757779647,1.28669766645747,1.34057971014493,1.33333333333333,1.22284295468653,1.39529411764706,1.39668367346939,1.4375,1.55263157894737,1.57848324514991,1.58945686900958,1.60269046639083,1.58381494661922,1.67788057190917,1.66666666666667,1.66666666666667,1.66032000951701,1.7
"Massachusetts",14,,,,,,,,,,,,1.64285714285714,1.76,1.72074136955291,1.88461538461538,2,2.1160447104383,2.14615384615385,2.08333333333333,1.92782738095238,1.87878787878788,1.875,1.91833333333333,2,1.95238095238095,2.08603896103896,2.15346964760514,2.26354082457559,2.3462783171521,2.39269783339126,2.34815546772069,2.28500207727462,2.16571428571429,2.09186036893043,2.11143790849673,2.08868894601542,1.9047619047619,2.1,2.1,2.13333333333333,2.32033755274262,2.33333333333333,2.36111111111111,2.21987315010571,2.16666666666667,2.10547710740265,2,1.8842530282638,2.09444444444444,2.20833333333333,2.29166666666667,2.37037037037037,2.3248605083695,2.27272727272727,2.28,2.18340611353712,2.12165257223397,2.04166666666667,2.05555555555556,2.12313724703664,2.2,2.27272727272727,2.33333333333333,2.36842105263158,2.4,2.25,2.4,2.25,2.1875,2.10526315789474,2.02546296296296,2.11111111111111,2.2,2.28679883945841,2.33333333333333,2.40811153358682,2.40909090909091,2.39076669414674,2.34204793028322,2.22857142857143,2.22602739726027,2.20394736842105,2.22649389485404,2.18181818181818,2.17857142857143
"Indiana",15,,,,,,,,,,,,,,,,0.678571428571429,0.7,0.662931453573165,0.612319278321453,0.600961538461538,0.641428571428571,0.690789473684211,0.678733031674208,0.635,0.6625,0.662246884735203,0.642472481950527,0.662878787878788,0.68343837535014,0.690811403508772,0.685169290459443,0.690822963800905,0.755576285240464,0.776223776223776,0.755494505494505,0.78996282527881,0.768180517399267,0.771739130434783,0.768229166666667,0.770811921891059,0.781754032258065,0.764904386951631,0.753731343283582,0.751674107142857,0.753731343283582,0.75,0.764904386951631,0.772393048128342,0.790725326991677,0.764904386951631,0.778732638888889,0.78125,0.78125,0.7578125,0.772727272727273,0.766666666666667,0.785282258064516,0.760869565217391,0.755208333333333,0.713333333333333,0.730337078651685,0.736923076923077,0.775,0.759160955895273,0.785714285714286,0.7568359375,0.761904761904762,0.762049941927991,0.828508588186008,0.8125,0.805235602094241,0.791319418089817,0.778401246049043,0.797872340425532,0.833333333333333,0.86038961038961,0.826086956521739,0.785714285714286,0.875,0.845,0.8,0.825688073394495,0.836931818181818,0.816767068273092,0.756493506493506
"Arizona",16,,,,,,,,,,,,,,,,,0.881465997770346,0.809090909090909,0.75,0.75,0.75,0.734658599827139,0.729166666666667,0.749149659863946,0.75,0.752495592997991,0.762857142857143,0.78125,0.775,0.769230769230769,0.777777777777778,0.77319587628866,0.797296180912607,0.817307692307692,0.8125,0.792594268476621,0.79415501905972,0.788999098286745,0.784412955465587,0.8,0.8,0.795383522727273,0.789028744303814,0.770123839009288,0.770478586171311,0.776246241387215,0.76969696969697,0.77212522576761,0.767459708365311,0.775759196773928,0.785024154589372,0.806378959604766,0.8,0.811249561249561,0.818883181807335,0.81,0.801676747991396,0.794217914438503,0.78125,0.787128712871287,0.790570175438597,0.795750153195158,0.825825825825826,0.846153846153846,0.825825825825826,0.821287779237845,0.819395232726687,0.851648351648352,0.830095798707295,0.827237219216345,0.865265760197775,0.84375,0.875,0.882352941176471,0.953196347031963,1,0.991666666666667,1,1,0.996402087693461,1,1,0.998339551417503,0.990039682539683,0.997081712062257
"Tennessee",17,,,,,,,,,,,,,0.610055180870631,0.599,0.579166666666667,0.575,0.5625,0.544827586206897,0.5625,0.583333333333333,0.656716417910448,0.661495662014334,0.666666666666667,0.638666666666667,0.661904761904762,0.643454038997215,0.657894736842105,0.64691249634182,0.637074398529137,0.633156028368794,0.658307210031348,0.683333333333333,0.695,0.725,0.75,0.704587653725585,0.671428571428571,0.673854447439353,0.678467000835422,0.691042780748663,0.75625,0.722847445516256,0.714823175319789,0.658492822966507,0.692307692307692,0.682269503546099,0.647058823529412,0.664525825726749,0.695,0.702472527472527,0.702380952380952,0.71,0.709166666666667,0.691150575100221,0.713333333333333,0.714285714285714,0.686598557692308,0.69047619047619,0.656167979002625,0.65587044534413,0.684055118110236,0.707142857142857,0.732142857142857,0.763574660633484,0.74375,0.733333333333333,0.735294117647059,0.695,0.68488475177305,0.707013574660634,0.7015625,0.718915636042403,0.742574257425743,0.742574257425743,0.742574257425743,0.752078609221466,0.75,0.791044776119403,0.833333333333333,0.809375,0.784223366766061,0.787846956964604,0.787846956964604,0.765345368916797,0.769769446240035
"Missouri",18,,,,,,,,,,,,,,,,,,,,,0.55,0.55,0.55,0.571680008210181,0.566190476190476,0.547182304874613,0.547619047619048,0.555555555555556,0.557777777777778,0.55,0.6159114857745,0.623585972850679,0.666666666666667,0.730769230769231,0.75,0.688775510204082,0.6875,0.694722222222222,0.694444444444444,0.7,0.656696428571429,0.65,0.65625,0.647058823529412,0.647058823529412,0.629292929292929,0.629292929292929,0.632440476190476,0.670008736062828,0.689655172413793,0.682599843382929,0.666666666666667,0.666666666666667,0.651041666666667,0.666666666666667,0.675,0.685185185185185,0.666666666666667,0.666666666666667,0.625,0.652534965034965,0.647058823529412,0.65,0.65,0.651041666666667,0.625,0.703994335949023,0.6875,0.693019211004823,0.684185606060606,0.708928571428571,0.708333333333333,0.720230547550432,0.712912087912088,0.720351851568628,0.714285714285714,0.710732054015636,0.718181818181818,0.744375,0.752100840336134,0.757451278383694,0.763060428849903,0.761818181818182,0.747886749316578,0.765345368916797
"Maryland",19,,,,,,,,,,,,,,1.52413793103448,1.62209302325581,1.48234200743494,1.52173913043478,1.40393859290939,1.2234693877551,1.22222222222222,1.1875,1.21231814929645,1.19876296456353,1.16666666666667,1.16666666666667,1.26666666666667,1.2633971291866,1.25,1.24436936936937,1.24355670103093,1.28418176972281,1.3,1.3282196969697,1.31356731966488,1.25145518044237,1.27202540106952,1.25,1.24151041666667,1.29405675313604,1.31086142322097,1.34875846501129,1.33262260127932,1.31607929515419,1.30612244897959,1.31648958958101,1.31205673758865,1.32912045812997,1.3,1.34355214863162,1.29464285714286,1.3039309683605,1.33630952380952,1.36859469149943,1.42307692307692,1.375,1.39752958213449,1.40631338742394,1.38888888888889,1.38076923076923,1.35,1.40977443609023,1.44565217391304,1.5096065873742,1.55,1.53582600195503,1.53114224137931,1.51202447133203,1.50381782082684,1.47612866617016,1.51761904761905,1.42278203723987,1.51185066788446,1.5,1.47137548809674,1.49142431021626,1.51904761904762,1.53325817361894,1.56691542288557,1.54090909090909,1.52941176470588,1.44090909090909,1.45737937206354,1.39822888283379,1.36234490461369,1.39067354965585
"Wisconsin",20,,0.603318554346366,0.59552599758162,0.612244897959184,0.60508658008658,0.589275191514437,0.656759868421053,0.690769230769231,0.590092141211764,0.605165511180549,0.667163661581137,0.738395927003438,0.65,0.549188311688312,0.604347826086956,0.693165070007369,0.75685523715415,0.769230769230769,0.771818181818182,0.704495649371576,0.708991298743152,0.758333333333333,0.759775641025641,0.793515358361775,0.792682926829268,0.792174796747968,0.833333333333333,0.825,0.833333333333333,0.872282608695652,0.841052631578947,0.858121562407285,0.852565392354125,0.844669811320755,0.871815286624204,0.945359930615785,0.921489332973265,0.872093023255814,0.880140845070423,0.926666666666667,0.994444444444444,0.963157894736842,0.932835820895522,0.936329588014981,0.831202046035806,0.947110904007456,1.07317290552585,1.06259796238245,1.10424759526452,1.07058823529412,1.07647547797174,0.992433897660262,1,1.05291576673866,1.02577319587629,0.931034482758621,0.913333333333333,0.954545454545455,0.954545454545455,0.797607178464606,0.829166666666667,0.805555555555556,0.861111111111111,0.853018372703412,0.824038461538461,0.853175853018373,0.828729281767956,0.78125,0.807692307692308,0.83125,0.871875,0.864661654135338,0.866666666666667,0.96551724137931,1,1,1.00537394125068,1,0.944911297852474,0.910182072829132,0.925,1,1.03068523581681,1,1.00886822111606
"Minnesota",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1053215339233,1.11764705882353,1.12375,1.14670014347202,1.17424242424242,1.1875,1.18924520433695,1.16296296296296,1.125,1.10980083857442,1.17073170731707,1.18226600985222,1.16163663663664,1.15833333333333
"Colorado",22,,,,,,,,,0.82518337408313,0.78952380952381,0.817647058823529,0.8125,0.892857142857143,1,1.0948878196265,0.998947368421053,1.05608974358974,0.998322147651007,0.883974358974359,0.884615384615385,0.861971503794332,0.867073525138041,0.912117527862209,0.913621262458472,0.9375,0.928681999115436,0.95937885643768,0.986394557823129,1,1.02545209176788,1.05925925925926,1.05685131195335,1.03211009174312,1.02526315789474,1.125,1.07916666666667,1.09606451612903,1.1,1.11111111111111,1.12179487179487,1.08231036479444,1.09375,1.11111111111111,1.16666666666667,1.17687165775401,1.13122171945701,1.15461847389558,1.20181818181818,1.25,1.31145584725537,1.32205882352941,1.33872549019608,1.30241423125794,1.30625,1.34531529516995,1.33116405811102,1.37058823529412,1.3739837398374,1.42020373514431,1.466,1.49317406143345,1.5,1.53065134099617,1.4599358974359,1.5,1.48667794248464,1.43770424836601,1.4375,1.45384615384615,1.4546434169279,1.41666666666667,1.3742816091954,1.42857142857143,1.53333333333333,1.52625152625153,1.54166666666667,1.57936507936508,1.57972582972583,1.54271507506714,1.55838744588745,1.5625,1.59340659340659,1.59309523809524,1.56692913385827,1.61889880952381
"Alabama",23,,,,,,,,,,,,,,,,0.614285714285714,0.611830357142857,0.632142857142857,0.613085511982571,0.613085511982571,0.606767180925666,0.642000749344324,0.671166301290329,0.62578320802005,0.640993788819876,0.684659090909091,0.697777777777778,0.666111111111111,0.684659090909091,0.681818181818182,0.7,0.699458483754513,0.712662816570414,0.746153846153846,0.717824475158158,0.75,0.754189944134078,0.731308522907218,0.72,0.730769230769231,0.836431226765799,0.742574257425743,0.698529411764706,0.670690811535882,0.684691011235955,0.665780141843972,0.694966190833959,0.690571487587914,0.677620685702764,0.666666666666667,0.672775835074869,0.662509742790335,0.65,0.651130911583276,0.650851871503586,0.670690811535882,0.667803294123717,0.65672514619883,0.67090395480226,0.679013931711773,0.6875,0.693737108808026,0.69718438448926,0.660272669625872,0.722222222222222,0.668707106090935,0.653266331658292,0.71875,0.681818181818182,0.669099756690998,0.690335305719921,0.640243902439024,0.656904761904762,0.699300699300699,0.694444444444444,0.696980813268414,0.71609098567818,0.692307692307692,0.7,0.699813432835821,0.683433570256971,0.7,0.675675675675676,0.6665625,0.674603174603175
"South Carolina",24,,,,,,,,,,,,,,,0.872635885848397,0.871212121212121,0.871916508538899,0.835051546391753,0.732062052443988,0.721096344843749,0.729166666666667,0.737177522349936,0.804455445544555,0.729967948717949,0.833333333333333,0.841165413533835,0.833125,0.83203947368421,0.815,0.815,0.810497997997998,0.788091068301226,0.880065359477124,0.858571428571429,0.806944444444444,0.841121495327103,0.863636363636364,0.842105263157895,0.829059829059829,0.842105263157895,0.877064736065228,0.884770603228547,0.909090909090909,0.866738894907909,0.85546875,0.886944444444444,0.810189812417664,0.775,0.8,0.813636363636364,0.855859375,0.812567713976165,0.824175824175824,0.897606382978723,0.886904761904762,0.938303341902314,0.896677176813,0.883854166666667,0.862620160507981,0.884375,0.958618721461187,0.95252808988764,0.962962962962963,1.03690469375163,0.880681619676484,0.924557032115172,0.893769152196119,0.95,0.826102941176471,0.825,0.954545454545455,0.894736842105263,1,0.972644376899696,0.949322572075548,0.968266253869969,0.978843441466855,1.00723140495868,0.999143101970865,0.9625,0.95,0.963961038961039,0.931001243781095,0.910443081415664,1
"Louisiana",25,,,,,,,0.922619047619048,0.868115942028985,0.848076923076923,0.850603217158177,0.857142857142857,0.88427554930018,0.892227979274611,0.922568460812087,0.922568460812087,0.882352941176471,0.89,0.886752136752137,0.883333333333333,0.884615384615385,0.883333333333333,0.883333333333333,0.874393203883495,0.866666666666667,0.863636363636364,0.863636363636364,0.941666666666667,0.941666666666667,0.941666666666667,0.941666666666667,0.987012987012987,1,1,1,0.989050659023299,1,0.963540444913598,0.928571428571429,0.960369230769231,1,1.045,1,1,1,1,1,1,0.988372093023256,0.967117117117117,0.92807924203273,0.944444444444444,1.05294117647059,1.04895104895105,1.15323886639676,1.11111111111111,1.096875,1.05555555555556,1.01010101010101,1.02884469983366,1.05882352941176,1.03125,1.04895104895105,1.06666666666667,1.06295149638803,1.06396672292326,1.08484848484848,1.07142857142857,1.06666666666667,1.05777777777778,1.18148880105402,1.07498621830209,1.11538461538462,1.06923076923077,1.0952380952381,1.18181818181818,1.26867335562988,1.3,1.25661375661376,1.22857142857143,1.2,1.19,1.16666666666667,1.14285714285714,1.13188405797101,1.12692763938316
"Kentucky",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.775,0.70625,0.674189814814815,0.663265306122449,0.660606060606061,0.660606060606061,0.66875,0.755208333333333,0.738517441860465,0.75,0.722222222222222,0.722222222222222,0.722222222222222,0.722222222222222,0.722222222222222,0.741839762611276,0.741839762611276,0.720338983050847,0.707142857142857,0.712121212121212,0.741839762611276,0.772727272727273,0.792513368983957,0.716517857142857,0.766968325791855,0.724264705882353,0.726136363636364,0.732323232323232,0.797574626865672,0.755703422053232,0.76264880952381,0.773863636363636,0.793333333333333,0.805555555555556,0.821428571428571,0.816666666666667,0.8,0.78125,0.777777777777778,0.833333333333333,0.833333333333333,0.817647058823529,0.817647058823529
"Oregon",27,,,,,,,,,,,,,,,,0.748502994011976,0.745454545454545,0.778538401489221,0.73928258967629,0.75,0.73,0.742857142857143,0.75261780104712,0.772916666666667,0.789473684210526,0.809197972570066,0.845521023765996,0.859375,0.852941176470588,0.842105263157895,0.8441005400914,0.853636363636364,0.880681818181818,0.904545454545455,0.922301136363636,0.926666666666667,0.931111111111111,0.931180555555556,0.952,0.973404255319149,1.01673518328195,1,0.994444444444444,0.988843813387424,1,0.976377952755906,0.964285714285714,0.958620689655172,0.976377952755906,1.07758620689655,1.11003861003861,1.10344827586207,1.11561866125761,1.09204900938478,1.12142857142857,1.15625,1.17099030623485,1.125,1.05625,0.95,0.999394673123487,1.03125,1.13590909090909,1.10863095238095,1.11295183982684,1.08695652173913,1.125,1.16541969627782,1.22111111111111,1.18613138686131,1.15131578947368,1.11875,1.23529411764706,1.25766899622735,1.31463146314631,1.38583943892799,1.42142857142857,1.38736263736264,1.40184357679821,1.41559829059829,1.39106211900832,1.375,1.36875,1.38888888888889,1.32916666666667
