"RegionName","SizeRank","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"California",1,95.31,95.59,96.04,95.99,96.25,96.59,96.22,96.61,96.29,95.99,95.84,95.8,95.56,96.04,96.77,96.88,97.19,97.48,97.35,97.32,96.95,97.12,96.66,96.35,95.63,95.99,96.44,96.66,96.96,97,97.19,97.12,97.07,97,97.19,96.97,96.56,97.2,97.34,97.33,97.64,97.86,97.73,97.49,97.48,97.52,97.23,96.99,96.25,96.89,97.65,97.19,97.57,97.11,96.32,96.86,96.76,96.5,95.49,95.28,95.13,95.42,95.32,95.55,95.84,96.18,96.09,95.74,95.43,95.03,94.42,93.57,93.51,93.18,93.41,92.77,92.45,92.15,91.36,90.62,88.72,87.03,85.8,83.65,81.78,79.75,78.68,77.22,76,76.01,74.09,71.58,67.69,66.4,62.37,61.84,57.64,58.55,60.31,59.47,61.49,63.28,62.91,62.3,62.14,60.23,60.41,59.1,55.6,54.88,56.91,56.54,59.22,57.68,58.61,57.92,57.92,57.5,56.78,56.39,53.31,51.67,54.52,58.3,54.97,56.61,57.69,56.66,56.4,54.21,53.63,53.09,50.99,52.1,53.65,57.59,59.76,61.04,60.48,61.34,61.43,62.62,62.38,63.49,65.2,65.35,70.44,73.06,75.67,78.07,79.47,80.81,81.42,80.86,81.08,80.4,81.74,83.12,83.95,84.96,85.62,85.26,86.11,86.05,86.44,86.03,86.13,85.07,86.16,85.86,86.97,87.94,88.46,88.76,88.78,88.85,89.06,88.95,88.28,88.47,88.86,87.98,89.69,89.86,90.3,90.47,90.74,90.75,90.76,91.4,91.02,90.65,90.55,90.82,91.61,91.86,92.1,93.07,93.07,93.06,89.58
"Texas",2,96.49,96.42,96.86,96.55,96.78,96.68,96.3,96.28,96.42,96.2,95.74,95.32,95.24,95.89,95.67,95.91,95.93,95.75,96.29,95.42,95.47,95.47,95.64,94.77,95,95.58,95.77,95.47,95.24,95.5,95.29,94.98,95.27,95.13,94.87,95.1,96.62,96.66,96.9,96.92,96.95,97.02,97.1,97.19,96.75,97.1,96.63,95.86,96.69,96.58,96.26,96.35,96.41,96.91,96.62,96.43,96.05,96.07,95.6,95.46,95.49,95.09,95.38,95.75,95.34,95.27,94.98,95.45,94.88,94.24,94.56,94.16,91.97,93.2,92.96,93.39,93.03,93.24,93.14,92.58,92.26,91.86,91.25,90.96,87.33,87.44,87.98,87.12,87.47,87.89,87.41,85.97,86.98,85.4,84.94,83.46,82.9,82.76,83.38,84.04,84.06,83.08,83.26,84.15,84.1,84.49,82.15,83.02,81.67,82.06,81.61,80.25,80.6,80.75,79.4,79.86,79.52,78.91,77.86,77.08,75.11,75.5,75.28,75.91,76.38,76.48,76.53,75.74,75.84,75.84,74.99,74.81,74.29,73.88,74.76,76.06,76.72,75.7,77.19,76.84,76.57,77.28,76.75,76.46,74.93,76.53,78.01,79.04,79.71,81.46,81,80.93,81.9,81.49,81.18,82,82.24,82.27,83.18,83.85,84.32,85.16,85,85.18,85.12,85.68,85.58,85.52,84.66,86.69,86.25,87.58,88.23,88.79,88.69,90.02,89.82,89.57,90.09,89.4,89.76,89.93,89.97,90.93,91.81,95.22,96.91,96.73,96.3,96.46,95.33,96.05,95.03,94.82,95.66,95.21,95.38,96.06,96.26,97.09,100
"Colorado",3,98.22,98.13,98.81,98.67,98.75,98.86,98.8,98.7,98.6,98.31,97.93,97.67,97.21,97.29,97.61,97.88,97.8,97.7,96.84,97.74,97.54,97.86,97.07,97.21,96.41,96,96.43,95.51,95.7,95.38,95.01,95,94.55,94.48,94.45,92.67,95.28,95.34,95.55,95.76,96.14,96.35,95.64,96.05,94.94,95.16,94.02,94.03,92.22,93.23,94.3,94.51,94.68,94.63,94.57,94.57,93.97,93.52,93.18,91.37,90.74,91.75,91.01,90.31,91.18,91.41,90.94,91.12,90.43,89.57,89.41,88.02,86.71,87.82,88.75,89.3,90.16,90.85,89.69,90.21,89.47,88.87,86.73,83.83,83.55,83.1,83.66,83.95,83.93,84.81,84.46,82.64,81.12,79.61,76.21,76.56,74,73.97,73.29,74.67,75.64,76.67,76.67,76.29,77.1,76.41,75.23,72.98,71.28,72.04,72.81,73.85,73.84,72.92,71.85,71.5,71.5,72.36,68.19,69.95,64.13,62.74,65.68,66.59,67.04,68.6,65.73,68.62,66.46,65.17,65.02,61.64,63.59,68.24,64,67.8,70.86,70.39,71.88,71.55,73.22,73.59,71.93,72.06,71.74,76.19,75.87,77.66,79.6,81.7,83.25,83.23,80.98,81.01,80.95,77.17,78.13,79.13,82.84,82.73,85.63,87.04,87.95,86.91,87.68,87.14,85.9,86.16,85.67,86.85,88.64,89.3,90.69,91.93,92.83,92.76,92.64,92.62,92.13,93.22,93.13,92.75,94.44,94.28,94.01,95.4,95.39,95.93,95.73,95.58,95.86,95.52,94.4,95.21,94.64,95.94,95.58,96.16,96.4,96.91,99.14
