"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01"
"California",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249900,248900,249000,249900,255000,264000,269000,267250,265000,264999.5,259000,249900,239900,249000,249700,260000,274900,279000,280000,280000,284000,288000,289000,285000,281000,285000,295000,298298,299900,3e+05,311000,319000,319000,319000,315000,309000,3e+05,310000,315949.5,319000,329000,329900,326950,325000,325000,329000,329000,329900,325000,329000
"Texas",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135000,135000,139000,139000,140000,144950,140000,143900,149900,150000,150000,150000,155000,159000,155000,159900,164900,160000,164900,158500,158000,154900,151900,149900,150000,152250
"New York",3,224999,219000,215000,211750,229000,229000,224000,220000,225000,232000,229000,220000,220000,199900,225000,219000,209000,199000,199000,195000,192500,189000,190000,189000,189000,189000,189000,199000,199000,195000,190000,189000,189000,187500,195000,195000,195300,192000,189000,185000,179999,170000,169500,175000,177838.5,175000,189000,185000,189000,185000,189000,189000,194900,220000,207900,218000,215000,215000,199000,200750,219000,219000,218000,207300,209000,219900,219500,219000,219000,225000,225000,225000,249990,260000,233944,259000,239000,245000,245000,249000,255000,265000,275000,280000,289000,299000,290000,285450,289000,295000,289800,278000,288000,289000,299900,308500,319000
"Florida",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,124500,119500,119000,119000,120000,117000,115000,119900,124900,125000,125000,117300,114500,119900,129900,110000,113000,131500,130000,128000,129000,129000,127900,140000,134900,120000,135000,139950,140000,150000,157250,159850,158000,165000,169000,169788,169900,169000,169900,172500,174900,175000,179000,179900,179900,182500,180000,183500,185000,179999.5
"Illinois",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110950,111900,125000,125000,124900,119850,119500,117900,119900,119000,114350,105450,109000,114500,109900,114900,118900,119000,118999.5,118999,115700,109900,109000,109500
"Pennsylvania",6,,,,,,,,,,,,,,,,,,,,,,,,107900,108000,109000,108800,106900,105900,105000,106450,102000,96650,104000,104900,110000,109900,112450,115000,118700,123250,121750,110000,109900,108250,108000,112700,114950,109000,109449.5,116000,126900,124950,124900,119900,118700,115500,118500,97500,90000,104900,114900,119000,119900,119900,124900,122500,122500,119900,116250,118000,119000,119000,119900,120000,127800,130000,129900,129000,122900,123500,122200,120000,122500,119500,120000,124900,129000,129000,132893,129900,129000,128446.5,128900,133700,130000,129950
"Ohio",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54900,54900,56900,59900,59900,59900,59900,60000,59900,63000,60000,60000,59900,64900,68900,69900,72500,72500,69900,69900,69900,68500,64500,61900,63400,65000,67000,68840,69900,74900,74000,69900,72500,73200,69700,68840,68950,68900,69900,70000,72200,70900,72950,73900,74925,75000,72000,66400,68700,69900,69900,74900,75500,79900,85000,84950,82900,82700,82000,79900,79900
"Michigan",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75000,75000,79900,79900,84900,84000,84900,84000,82500,84900,84000,84500,86000,87900,89500,89900,97527.5,90000,97450,98900,97500,98500,97400,97900
"Georgia",9,,,,,,,,,,,,,,,,,,,,,,,,84450,79900,89000,80000,84900,89000,90000,89900,85900,85700,89000,1e+05,105000,107900,109000,110000,109900,106500,109900,110000,110000,113499.5,105000,104950,99000,99900,110000,114500,114900,119000,119500,119900,120000,124450,125000,114900,110000,119900,126950,130000,134900,135000,135000,132750,135000,138900,139250,139500,137000,136500,139900,140000,144900,140500,139900,143250,143000,144950,146900,142500,145250,149000,149000,150000,150000,150000,158900,164900,165000,169250,169000,166000,169000,169900
"North Carolina",10,,,,,,,,,,,,,,,,,,,,,,,,92500,89900,89500,84900,79900,79000,82500,85000,85000,84900,88250,94000,95000,95000,98950,99900,1e+05,104900,104925,99500,99900,95000,95000,95000,99000,98950,102250,109000,109000,110000,109949.5,108950,109000,109900,109000,99500,95000,103018.5,116750,119100,117000,119000,117000,117250,116950,115000,118900,115000,118900,122500,124000,124900,124900,125000,119900,124000,125000,125950,129000,129500,129000,125950,126900,129000,129900,132000,134990,139000,139900,149000,149000,149900,149900,149900
"New Jersey",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169000,166950,169000,167750,169500,169000,169000,169000,168000,165000,162900,168000,169050,169000,169000,166750,164900,160000,164900,159900,159900,155900,159000,161950,169900,175000,179000,179000,175000,170000,169900,174900,170000,172250,174900
"Virginia",12,,,,,,,,,,,,,,,,,,,,,,,,139000,130000,139950,145000,150000,159000,159000,155000,149900,144990,145000,150000,150000,150000,158500,169000,175250,182500,179990,179000,179450,180000,180000,178000,175000,169000,175000,184900,188500,189823.5,196000,199000,195000,193250,194995,193500,175250,182450,180000,186200,194000,199000,191000,187000,194900,195000,198000,193000,186600,189000,189000,199900,203450,204900,199950,199250,195000,197950,195000,192475,189000,189000,195000,199000,199999,212450,205000,204900,205000,209900,209900,207000,199925,199994.5
"Washington",13,192500,199900,201533.5,2e+05,199999,199900,199000,195000,195000,186750,173000,165000,159000,149900,149000,139990,139000,138000,130147.5,129000,125000,111950,125000,119000,114900,117900,119900,119500,129000,129900,129900,127900,119950,119925,139000,139000,138475,142000,145000,149925,157000,159500,160000,160500,168500,165000,155000,149950,150000,157500,165000,166000,169000,174000,179900,180000,179950,175000,153950,135000,150000,165000,179000,185000,189900,195750,189950,194500,195000,186000,185000,189925,189900,199500,198450,204000,210000,215000,215000,215000,220000,211721,199000,188000,189000,198500,209250,219900,219950,229000,239000,239000,239000,230000,233000,230000,229700
"Massachusetts",14,189900,213000,213000,219900,219000,219000,216300,2e+05,205000,199900,2e+05,198000,192700,189999.5,189900,194900,2e+05,199000,192350,189000,181999.5,179000,160000,154000,169900,175000,189900,195000,189750,189900,184950,179000,179000,179000,189900,185000,189700,199900,209900,213500,219900,219900,219104,205900,214617,215000,205000,195000,193000,209945,219000,219888,219900,219000,209000,199000,205000,210000,214950,209450,209000,205000,214900,224950,225700,232200,232500,225700,229900,229888,227500,219900,210000,225000,229000,249000,249000,249900,247400,237000,255000,249900,249500,242000,249000,259900,299000,299000,307995,315000,299000,280000,299450,3e+05,299000,279900,274000
"Indiana",15,,,,,,,,,,,,,,,,,,,,,,,,65000,67000,64900,64500,64900,65900,67700,64700,67700,64900,68350,64900,69500,64900,69400,69900,69900,71000,71250,72500,69900,69100,68000,65000,65000,64900,65000,69900,69500,69900,70000,69900,69500,68900,65000,65450,62900,62500,64999,67900,69700,69500,69900,69400,65000,69200,69000,65000,64900,64900,62500,65450,65000,69900,69900,69900,69900,68700,69900,69900,65900,65900,65000,69900,70000,69900,70000,74900,75000,77738.5,77500,75000,69900,68950
"Arizona",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73900,72000,76850,79900,82750,84900,80000,78000,79950,79000,76900,79900,79900,79900,79900,84950,85950,89500,89250,89000,89900,90000,88400,89900
"Tennessee",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117950,129900,139900,134900,135000,136900,134450,135000,132500,130000,129900,135000,127500,127500,131499,150000,154900,155700,156400,164900,158950,149972.5,154200,164900,162400,174500,189200,191675,196040,195470,189900,189950,195500,189500,184929,189450,184914.5,189900
"Missouri",18,,,,,,,,,,,,,,,,,,,,,,,,70000,74000,69900,69500,69000,69900,69200,68000,65000,65000,65800,70000,69900,69900,69900,69900,69900,71975,74900,74900,72400,70000,72000,70000,69900,69000,69900,69999,75000,74900,74900,73500,72000,74000,73950,69000,64900,69900,74450,74900,78200,79700,79000,77000,77500,75000,74999.5,74999.5,69900,69900,69900,74250,75000,74900,77900,77000,79000,79900,79900,79900,81512.5,79900,77500,78900,79900,79900,79900,79900,79900,80000,82500,79900,79900,79700
"Maryland",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145000,143400,148000,147253,149500,149700,143450,149900,149000,143500,142500,139900,139900,139900,130000,129900,128950,129700,139000,139000,138750,135000,135000,129900
"Wisconsin",20,114900,114900,110000,109900,110000,110000,109950,109450,112900,109900,109900,109900,109900,105000,104900,104900,102000,99900,99900,98000,94900,89900,94900,89900,89950,89900,89900,90000,93950,94900,94900,92250,90000,89900,94900,90000,89900,89949.5,94900,94950,97500,98949.5,98000,97500,97200,94900,94250,92000,89997,89949.5,89900,95900,94900,94900,95000,95450,97500,94900,90000,89900,87700,90500,94900,98900,98000,98900,98500,99900,99900,99900,99900,98000,96750,99900,99900,103000,99900,99900,99500,98900,99250,99900,104700,99900,99500,99900,99900,99900,99000,99900,99900,99900,99900,99900,99900,99250,99000
"Minnesota",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124900,124900,124900,119900,125300,126100,124900,129800,129000,128750,125000,129000,124900,124900,124900,119900,115000,129500,134900,136999.5,139250,138000,135000,137900,139900,139500,134950,130000,135000,135000,139900,139900,142000,139900,139900,140000,132000,129900,129900,129900,139900,147500,154900,155000,152575,155000,150000,155000,159900,155000,150000,149900
"Colorado",22,149900,149900,152000,150000,150000,149900,149000,155200,159900,150000,149900,139250,139000,140000,139900,140000,145000,144900,149900,146500,149000,134800,145000,139900,143500,149000,149900,149000,150000,149900,149900,149000,145000,149500,160000,169900,169000,169900,170000,169900,169250,165000,169105.5,174900,180000,169900,169900,175000,175000,180000,179900,180000,177900,179500,179000,179500,175500,179900,180000,185000,193250,179500,189900,2e+05,209450,210000,212000,212000,210000,219900,215000,215000,224900,229000,234900,235000,239900,245000,239000,234900,235000,249000,250000,250000,250000,259999,255000,254500,250000,250000,250000,255000,269000,274900,269000,275000,270000
"South Carolina",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153500,156900,159450,163000,164900,163650,159900,157450,154400,154900,165400,174500,175000,177500,169000,168000,165000,165000,159900,157900,160000,162400,174000,175000,172750,177450,169950,175000,176900,179000,174900,164900
"Kentucky",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73400,79500,79500,81450,79900,84900,86475,80000,80000,84900,82500,82500,79900,85995,80000,85000,85000,90000,95000,89900,89500,90000,94900,95000,94900,89900,84900,87200,94900,99000,97500,97500,95000,89900,90000,92500,92700,89000,82250,87500,89900,95000,99950,98500,99000,96500,94900,86000,87250,89900,87500
"Oregon",25,189250,189000,185000,179900,179900,179900,179000,179000,175000,165000,155000,155000,149000,149900,149000,139900,135900,139000,139000,139900,139000,119000,139000,129900,129000,129900,129000,134000,135000,135000,139900,139900,134900,144900,142000,159000,154000,154000,149994.5,162900,164900,166000,169000,169900,169500,169900,169900,165000,164500,169900,172000,179200,175000,175000,179250,179000,179000,181180,175000,175000,175000,175250,179000,179250,184900,189000,189000,184500,184900,189000,195000,195000,189000,189900,185000,189000,195000,199900,2e+05,2e+05,199900,2e+05,205000,199000,199000,203000,215000,225000,239000,233000,239900,239900,244900,239996,234900,229900,225000
"Oklahoma",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54500,59900,61900,60000,62750,59950,57200,59900,67200,65950,64950,64900,63500,60000,54997.5,59900,59850,63500,65000,61500,67950,64900,62900,65000,64900,55000,64250,67500,65000,65000,69500,67500,67500,70000,69750,67500,70000,75000,77500,75000,72500,66250,68000,68500,75000,75000,69997.5,69900,68700,69450,67750,69500,70000,73450,72000,69900,69000,69950,65000,64400,65000,65000,69500
